DFC_ANIO_PK;DFC_DESCRIPCION_MES;CODIGO_OPERA_FAMILIA;DESCRIPCION_FAMILIA;DESCRIPCION_PROVINCIA;COUNT(O667410.NUMERO_RUC)
2019;04 Abril;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;IMBABURA;108
2019;04 Abril;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";GALAPAGOS;48
2019;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;NAPO;2
2019;04 Abril;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;TUNGURAHUA;23
2019;04 Abril;P;ENSEÑANZA.;LOJA;47
2019;04 Abril;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ORELLANA;31
2019;04 Abril;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOJA;56
2019;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";MANABI;643
2019;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;MANABI;232
2019;03 Marzo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;AZUAY;90
2019;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;COTOPAXI;26
2019;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;PICHINCHA;125
2019;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";COTOPAXI;120
2019;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PASTAZA;15
2019;03 Marzo;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;GUAYAS;33
2019;03 Marzo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MANABI;23
2019;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;MANABI;79
2019;03 Marzo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ORELLANA;28
2019;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ZAMORA CHINCHIPE;64
2019;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;TUNGURAHUA;29
2019;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;TUNGURAHUA;4
2019;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ORELLANA;33
2019;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";GALAPAGOS;11
2019;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;AZUAY;7
2019;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;CAÑAR;4
2019;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;COTOPAXI;85
2019;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;CARCHI;14
2019;04 Abril;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CARCHI;7
2019;04 Abril;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;COTOPAXI;2
2019;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CARCHI;85
2019;03 Marzo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;CARCHI;29
2019;04 Abril;P;ENSEÑANZA.;ZAMORA CHINCHIPE;4
2019;03 Marzo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTA ELENA;14
2019;03 Marzo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;IMBABURA;10
2019;04 Abril;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;MORONA SANTIAGO;18
2019;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;LOS RIOS;19
2019;03 Marzo;F;CONSTRUCCIÓN.;IMBABURA;21
2019;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;CAÑAR;16
2019;04 Abril;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;ESMERALDAS;1
2019;03 Marzo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;BOLIVAR;9
2019;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;EL ORO;39
2019;03 Marzo;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";CHIMBORAZO;1
2019;03 Marzo;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;41
2019;03 Marzo;P;ENSEÑANZA.;LOS RIOS;13
2019;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;GALAPAGOS;10
2019;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;GALAPAGOS;4
2019;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;NAPO;35
2019;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;ZAMORA CHINCHIPE;48
2019;04 Abril;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;SUCUMBIOS;1
2019;04 Abril;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;LOS RIOS;21
2019;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;LOS RIOS;16
2019;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;CHIMBORAZO;4
2019;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;AZUAY;4
2019;03 Marzo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTO DOMINGO DE LOS TSACHILAS;10
2019;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;PASTAZA;5
2019;04 Abril;L;ACTIVIDADES INMOBILIARIAS.;LOS RIOS;16
2019;04 Abril;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";MORONA SANTIAGO;1
2019;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;ESMERALDAS;10
2019;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;SANTA ELENA;2
2019;05 Mayo;S;OTRAS ACTIVIDADES DE SERVICIOS.;IMBABURA;147
2019;04 Abril;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";BOLIVAR;3
2019;04 Abril;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;BOLIVAR;1
2019;05 Mayo;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTO DOMINGO DE LOS TSACHILAS;153
2019;04 Abril;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CARCHI;16
2019;05 Mayo;J;INFORMACIÓN Y COMUNICACIÓN.;GUAYAS;56
2019;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CHIMBORAZO;199
2019;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;CHIMBORAZO;36
2019;05 Mayo;S;OTRAS ACTIVIDADES DE SERVICIOS.;ESMERALDAS;79
2019;04 Abril;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";IMBABURA;1
2019;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CAÑAR;5
2019;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;BOLIVAR;14
2019;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTO DOMINGO DE LOS TSACHILAS;319
2019;04 Abril;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;LOS RIOS;1
2019;04 Abril;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;TUNGURAHUA;2
2019;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;IMBABURA;5
2019;04 Abril;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;MORONA SANTIAGO;1
2019;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;LOJA;139
2019;05 Mayo;J;INFORMACIÓN Y COMUNICACIÓN.;PICHINCHA;56
2019;05 Mayo;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;PICHINCHA;6
2019;05 Mayo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SANTO DOMINGO DE LOS TSACHILAS;32
2019;05 Mayo;P;ENSEÑANZA.;GUAYAS;179
2019;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;PASTAZA;19
2019;05 Mayo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;GALAPAGOS;4
2019;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ESMERALDAS;3
2019;05 Mayo;F;CONSTRUCCIÓN.;COTOPAXI;18
2019;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";NAPO;46
2019;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;LOJA;40
2019;05 Mayo;J;INFORMACIÓN Y COMUNICACIÓN.;MANABI;16
2019;05 Mayo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ESMERALDAS;6
2019;05 Mayo;F;CONSTRUCCIÓN.;LOS RIOS;17
2019;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";PASTAZA;43
2019;05 Mayo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PASTAZA;14
2019;05 Mayo;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;PICHINCHA;46
2019;05 Mayo;F;CONSTRUCCIÓN.;ORELLANA;9
2019;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;TUNGURAHUA;75
2019;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;TUNGURAHUA;68
2019;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SANTO DOMINGO DE LOS TSACHILAS;12
2019;05 Mayo;F;CONSTRUCCIÓN.;TUNGURAHUA;14
2019;05 Mayo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;GALAPAGOS;3
2019;05 Mayo;P;ENSEÑANZA.;ESMERALDAS;14
2019;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PASTAZA;12
2019;03 Marzo;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";BOLIVAR;4
2019;03 Marzo;V;SIN ACTIVIDAD ECONOMICA - CIIU;PICHINCHA;4
2019;05 Mayo;P;ENSEÑANZA.;PASTAZA;2
2019;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ESMERALDAS;4
2019;05 Mayo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ORELLANA;11
2019;05 Mayo;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;PICHINCHA;5
2019;05 Mayo;H;TRANSPORTE Y ALMACENAMIENTO.;SUCUMBIOS;11
2019;05 Mayo;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;GUAYAS;3
2019;05 Mayo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;AZUAY;9
2019;05 Mayo;L;ACTIVIDADES INMOBILIARIAS.;SUCUMBIOS;5
2019;03 Marzo;V;SIN ACTIVIDAD ECONOMICA - CIIU;GUAYAS;1
2019;05 Mayo;H;TRANSPORTE Y ALMACENAMIENTO.;GALAPAGOS;3
2019;05 Mayo;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;EL ORO;1
2019;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SUCUMBIOS;2
2019;05 Mayo;U;ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES.;PICHINCHA;2
2019;05 Mayo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CAÑAR;1
2019;04 Abril;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";LOJA;1
2019;05 Mayo;L;ACTIVIDADES INMOBILIARIAS.;ZAMORA CHINCHIPE;2
2019;03 Marzo;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;LOJA;2
2019;05 Mayo;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";ESMERALDAS;1
2019;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";LOJA;3
2019;04 Abril;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;GUAYAS;2
2019;09 Septiembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PICHINCHA;547
2019;08 Agosto;H;TRANSPORTE Y ALMACENAMIENTO.;GUAYAS;190
2019;07 Julio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;LOJA;17
2019;07 Julio;S;OTRAS ACTIVIDADES DE SERVICIOS.;SUCUMBIOS;39
2019;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;LOJA;16
2019;07 Julio;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTO DOMINGO DE LOS TSACHILAS;171
2019;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;SANTO DOMINGO DE LOS TSACHILAS;61
2019;08 Agosto;S;OTRAS ACTIVIDADES DE SERVICIOS.;TUNGURAHUA;163
2019;06 Junio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;GUAYAS;429
2019;06 Junio;F;CONSTRUCCIÓN.;GUAYAS;177
2019;06 Junio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;PICHINCHA;348
2019;09 Septiembre;C;INDUSTRIAS MANUFACTURERAS.;PICHINCHA;259
2019;09 Septiembre;F;CONSTRUCCIÓN.;PICHINCHA;135
2019;09 Septiembre;C;INDUSTRIAS MANUFACTURERAS.;TUNGURAHUA;70
2019;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTA ELENA;186
2019;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;GUAYAS;906
2019;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";EL ORO;336
2019;06 Junio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CHIMBORAZO;197
2019;07 Julio;S;OTRAS ACTIVIDADES DE SERVICIOS.;CHIMBORAZO;82
2019;07 Julio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;AZUAY;104
2019;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;AZUAY;73
2019;07 Julio;F;CONSTRUCCIÓN.;SUCUMBIOS;12
2019;07 Julio;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;GUAYAS;4
2019;08 Agosto;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";IMBABURA;1
2019;06 Junio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;GUAYAS;98
2019;06 Junio;J;INFORMACIÓN Y COMUNICACIÓN.;GUAYAS;64
2019;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;GUAYAS;369
2019;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTA ELENA;45
2019;07 Julio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ESMERALDAS;25
2019;07 Julio;S;OTRAS ACTIVIDADES DE SERVICIOS.;PASTAZA;46
2019;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";MANABI;814
2019;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CHIMBORAZO;191
2019;06 Junio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;TUNGURAHUA;9
2019;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;MORONA SANTIAGO;58
2019;08 Agosto;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;COTOPAXI;29
2019;09 Septiembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;AZUAY;19
2019;08 Agosto;F;CONSTRUCCIÓN.;SANTO DOMINGO DE LOS TSACHILAS;40
2019;08 Agosto;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;LOJA;50
2019;09 Septiembre;P;ENSEÑANZA.;GUAYAS;124
2019;09 Septiembre;F;CONSTRUCCIÓN.;GUAYAS;186
2019;09 Septiembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";GUAYAS;21
2019;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTO DOMINGO DE LOS TSACHILAS;116
2019;07 Julio;C;INDUSTRIAS MANUFACTURERAS.;EL ORO;86
2019;09 Septiembre;F;CONSTRUCCIÓN.;SUCUMBIOS;11
2019;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;MANABI;46
2019;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ESMERALDAS;291
2019;07 Julio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CAÑAR;3
2019;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CARCHI;64
2019;08 Agosto;H;TRANSPORTE Y ALMACENAMIENTO.;PICHINCHA;325
2019;09 Septiembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTA ELENA;11
2019;09 Septiembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;PASTAZA;5
2019;07 Julio;P;ENSEÑANZA.;LOJA;11
2019;09 Septiembre;J;INFORMACIÓN Y COMUNICACIÓN.;MANABI;11
2019;08 Agosto;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CAÑAR;58
2019;08 Agosto;L;ACTIVIDADES INMOBILIARIAS.;GUAYAS;64
2019;08 Agosto;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";MANABI;7
2019;06 Junio;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;PICHINCHA;29
2019;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";LOJA;148
2019;08 Agosto;H;TRANSPORTE Y ALMACENAMIENTO.;COTOPAXI;30
2019;09 Septiembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;AZUAY;3
2019;09 Septiembre;C;INDUSTRIAS MANUFACTURERAS.;MANABI;125
2019;09 Septiembre;C;INDUSTRIAS MANUFACTURERAS.;SANTA ELENA;29
2019;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;CARCHI;16
2019;07 Julio;P;ENSEÑANZA.;BOLIVAR;5
2019;08 Agosto;P;ENSEÑANZA.;PASTAZA;7
2019;07 Julio;J;INFORMACIÓN Y COMUNICACIÓN.;LOS RIOS;6
2019;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;TUNGURAHUA;71
2019;08 Agosto;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;COTOPAXI;14
2019;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;PASTAZA;18
2019;07 Julio;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;GUAYAS;22
2019;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;CARCHI;25
2019;08 Agosto;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";GALAPAGOS;18
2019;08 Agosto;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ZAMORA CHINCHIPE;5
2019;06 Junio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ZAMORA CHINCHIPE;65
2019;07 Julio;J;INFORMACIÓN Y COMUNICACIÓN.;COTOPAXI;9
2019;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PASTAZA;32
2019;11 Noviembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";MANABI;709
2019;09 Septiembre;H;TRANSPORTE Y ALMACENAMIENTO.;LOS RIOS;24
2019;08 Agosto;S;OTRAS ACTIVIDADES DE SERVICIOS.;ORELLANA;46
2019;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SUCUMBIOS;15
2019;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;NAPO;41
2019;08 Agosto;F;CONSTRUCCIÓN.;CHIMBORAZO;40
2019;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CHIMBORAZO;11
2019;07 Julio;J;INFORMACIÓN Y COMUNICACIÓN.;CAÑAR;5
2019;07 Julio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CARCHI;12
2019;08 Agosto;C;INDUSTRIAS MANUFACTURERAS.;CHIMBORAZO;48
2019;07 Julio;P;ENSEÑANZA.;EL ORO;7
2019;08 Agosto;F;CONSTRUCCIÓN.;MANABI;67
2019;07 Julio;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;PICHINCHA;29
2019;08 Agosto;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;TUNGURAHUA;3
2019;07 Julio;C;INDUSTRIAS MANUFACTURERAS.;ORELLANA;15
2019;07 Julio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;TUNGURAHUA;17
2019;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;CARCHI;19
2019;06 Junio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOJA;43
2019;09 Septiembre;C;INDUSTRIAS MANUFACTURERAS.;CHIMBORAZO;47
2019;09 Septiembre;H;TRANSPORTE Y ALMACENAMIENTO.;SANTO DOMINGO DE LOS TSACHILAS;26
2019;06 Junio;C;INDUSTRIAS MANUFACTURERAS.;SANTO DOMINGO DE LOS TSACHILAS;60
2019;07 Julio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ZAMORA CHINCHIPE;4
2019;09 Septiembre;F;CONSTRUCCIÓN.;LOJA;15
2019;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;ESMERALDAS;24
2019;06 Junio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ESMERALDAS;8
2019;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;LOS RIOS;22
2019;09 Septiembre;P;ENSEÑANZA.;IMBABURA;11
2019;11 Noviembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTO DOMINGO DE LOS TSACHILAS;133
2019;11 Noviembre;P;ENSEÑANZA.;PICHINCHA;146
2019;11 Noviembre;C;INDUSTRIAS MANUFACTURERAS.;PICHINCHA;300
2019;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GUAYAS;162
2019;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";MANABI;744
2019;10 Octubre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;MANABI;111
2019;10 Octubre;F;CONSTRUCCIÓN.;PICHINCHA;132
2019;12 Diciembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;CHIMBORAZO;29
2019;12 Diciembre;F;CONSTRUCCIÓN.;PICHINCHA;112
2019;12 Diciembre;C;INDUSTRIAS MANUFACTURERAS.;PICHINCHA;210
2019;10 Octubre;F;CONSTRUCCIÓN.;EL ORO;25
2019;10 Octubre;H;TRANSPORTE Y ALMACENAMIENTO.;GUAYAS;147
2019;10 Octubre;F;CONSTRUCCIÓN.;LOJA;17
2019;10 Octubre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;TUNGURAHUA;32
2019;10 Octubre;F;CONSTRUCCIÓN.;BOLIVAR;9
2019;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";LOJA;117
