DFC_ANIO_PK;DFC_DESCRIPCION_MES;CODIGO_OPERA_FAMILIA;DESCRIPCION_FAMILIA;DESCRIPCION_PROVINCIA;COUNT(O667410.NUMERO_RUC)
2017;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTA ELENA;12
2017;01 Enero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTO DOMINGO DE LOS TSACHILAS;11
2017;03 Marzo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CAÑAR;9
2017;03 Marzo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;PASTAZA;12
2017;03 Marzo;F;CONSTRUCCIÓN.;PASTAZA;13
2017;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;ZAMORA CHINCHIPE;33
2017;03 Marzo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MANABI;31
2017;03 Marzo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ZAMORA CHINCHIPE;8
2017;03 Marzo;F;CONSTRUCCIÓN.;MORONA SANTIAGO;19
2017;03 Marzo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;PASTAZA;2
2017;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;GALAPAGOS;4
2017;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CARCHI;4
2017;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;CAÑAR;7
2017;03 Marzo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;SANTO DOMINGO DE LOS TSACHILAS;64
2017;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;CAÑAR;3
2017;03 Marzo;P;ENSEÑANZA.;CHIMBORAZO;8
2017;01 Enero;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";MORONA SANTIAGO;1
2017;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;SANTO DOMINGO DE LOS TSACHILAS;3
2017;01 Enero;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;LOJA;1
2017;01 Enero;V;SIN ACTIVIDAD ECONOMICA - CIIU;GUAYAS;1
2017;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;IMBABURA;3
2017;01 Enero;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;PASTAZA;1
2017;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;LOS RIOS;8
2017;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;BOLIVAR;1
2017;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;IMBABURA;41
2017;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;TUNGURAHUA;8
2017;03 Marzo;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;TUNGURAHUA;1
2017;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;ZAMORA CHINCHIPE;1
2017;02 Febrero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";LOS RIOS;2
2017;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;MORONA SANTIAGO;5
2017;03 Marzo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;GALAPAGOS;5
2017;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MORONA SANTIAGO;1
2017;02 Febrero;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";GUAYAS;4
2017;02 Febrero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;GALAPAGOS;1
2017;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;PASTAZA;2
2017;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;ORELLANA;1
2017;01 Enero;V;SIN ACTIVIDAD ECONOMICA - CIIU;PICHINCHA;1
2017;02 Febrero;P;ENSEÑANZA.;NAPO;1
2017;01 Enero;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;SANTA ELENA;1
2017;02 Febrero;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;TUNGURAHUA;2
2017;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;ZAMORA CHINCHIPE;2
2017;03 Marzo;P;ENSEÑANZA.;ORELLANA;1
2017;02 Febrero;P;ENSEÑANZA.;ZAMORA CHINCHIPE;1
2017;03 Marzo;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";CARCHI;2
2017;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;ESMERALDAS;43
2017;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SUCUMBIOS;93
2017;11 Noviembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;GUAYAS;648
2017;11 Noviembre;P;ENSEÑANZA.;GUAYAS;103
2017;11 Noviembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;MANABI;149
2017;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MANABI;127
2017;11 Noviembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;TUNGURAHUA;163
2017;11 Noviembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTO DOMINGO DE LOS TSACHILAS;299
2017;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ESMERALDAS;183
2017;08 Agosto;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";GUAYAS;1900
2017;11 Noviembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ESMERALDAS;6
2017;04 Abril;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PICHINCHA;492
2017;08 Agosto;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ESMERALDAS;451
2017;07 Julio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PICHINCHA;498
2017;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;CHIMBORAZO;40
2017;07 Julio;S;OTRAS ACTIVIDADES DE SERVICIOS.;SUCUMBIOS;25
2017;10 Octubre;H;TRANSPORTE Y ALMACENAMIENTO.;GUAYAS;196
2017;07 Julio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;EL ORO;4
2017;07 Julio;P;ENSEÑANZA.;GUAYAS;121
2017;07 Julio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";IMBABURA;159
2017;07 Julio;L;ACTIVIDADES INMOBILIARIAS.;GUAYAS;78
2017;05 Mayo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;LOJA;67
2017;07 Julio;S;OTRAS ACTIVIDADES DE SERVICIOS.;IMBABURA;122
2017;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;GUAYAS;292
2017;07 Julio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MANABI;36
2017;07 Julio;C;INDUSTRIAS MANUFACTURERAS.;MANABI;142
2017;10 Octubre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MANABI;133
2017;10 Octubre;C;INDUSTRIAS MANUFACTURERAS.;PICHINCHA;296
2017;04 Abril;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;PICHINCHA;148
2017;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;MANABI;78
2017;05 Mayo;S;OTRAS ACTIVIDADES DE SERVICIOS.;LOS RIOS;64
2017;07 Julio;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;33
2017;04 Abril;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CAÑAR;78
2017;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;PICHINCHA;248
2017;04 Abril;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;GUAYAS;320
2017;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;MANABI;104
2017;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTA ELENA;19
2017;11 Noviembre;H;TRANSPORTE Y ALMACENAMIENTO.;BOLIVAR;10
2017;11 Noviembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";LOJA;155
2017;05 Mayo;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;EL ORO;13
2017;10 Octubre;L;ACTIVIDADES INMOBILIARIAS.;AZUAY;25
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;LOS RIOS;23
2017;10 Octubre;H;TRANSPORTE Y ALMACENAMIENTO.;GALAPAGOS;8
2017;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ORELLANA;63
2017;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CAÑAR;63
2017;08 Agosto;J;INFORMACIÓN Y COMUNICACIÓN.;MORONA SANTIAGO;1
2017;08 Agosto;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;GUAYAS;2
2017;08 Agosto;C;INDUSTRIAS MANUFACTURERAS.;SANTO DOMINGO DE LOS TSACHILAS;49
2017;08 Agosto;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;GUAYAS;78
2017;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;SANTA ELENA;35
2017;07 Julio;J;INFORMACIÓN Y COMUNICACIÓN.;PICHINCHA;56
2017;11 Noviembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";NAPO;42
2017;08 Agosto;S;OTRAS ACTIVIDADES DE SERVICIOS.;MANABI;110
2017;08 Agosto;L;ACTIVIDADES INMOBILIARIAS.;PICHINCHA;123
2017;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;29
2017;04 Abril;H;TRANSPORTE Y ALMACENAMIENTO.;SANTA ELENA;13
2017;10 Octubre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;PICHINCHA;320
2017;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";TUNGURAHUA;204
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SUCUMBIOS;17
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;MANABI;57
2017;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;BOLIVAR;107
2017;04 Abril;L;ACTIVIDADES INMOBILIARIAS.;ORELLANA;4
2017;04 Abril;H;TRANSPORTE Y ALMACENAMIENTO.;NAPO;7
2017;11 Noviembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;NAPO;19
2017;04 Abril;F;CONSTRUCCIÓN.;CHIMBORAZO;18
2017;04 Abril;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;COTOPAXI;25
2017;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;PICHINCHA;469
2017;04 Abril;F;CONSTRUCCIÓN.;EL ORO;33
2017;11 Noviembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SANTA ELENA;21
2017;08 Agosto;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";BOLIVAR;72
2017;08 Agosto;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CARCHI;83
2017;08 Agosto;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";PICHINCHA;13
2017;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;LOJA;37
2017;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MORONA SANTIAGO;13
2017;07 Julio;L;ACTIVIDADES INMOBILIARIAS.;PICHINCHA;106
2017;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";MORONA SANTIAGO;53
2017;07 Julio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CAÑAR;75
2017;11 Noviembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTO DOMINGO DE LOS TSACHILAS;23
2017;08 Agosto;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ESMERALDAS;367
2017;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;GALAPAGOS;7
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ESMERALDAS;25
2017;04 Abril;P;ENSEÑANZA.;MANABI;44
2017;08 Agosto;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";COTOPAXI;133
2017;10 Octubre;S;OTRAS ACTIVIDADES DE SERVICIOS.;COTOPAXI;64
2017;10 Octubre;S;OTRAS ACTIVIDADES DE SERVICIOS.;IMBABURA;103
2017;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTA ELENA;23
2017;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;PICHINCHA;174
2017;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ZAMORA CHINCHIPE;30
2017;05 Mayo;P;ENSEÑANZA.;MANABI;68
2017;11 Noviembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;CAÑAR;201
2017;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";LOJA;13
2017;11 Noviembre;C;INDUSTRIAS MANUFACTURERAS.;CAÑAR;24
2017;11 Noviembre;L;ACTIVIDADES INMOBILIARIAS.;SANTA ELENA;6
2017;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;COTOPAXI;26
2017;08 Agosto;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CHIMBORAZO;118
2017;08 Agosto;H;TRANSPORTE Y ALMACENAMIENTO.;CHIMBORAZO;55
2017;08 Agosto;S;OTRAS ACTIVIDADES DE SERVICIOS.;BOLIVAR;9
2017;10 Octubre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CHIMBORAZO;128
2017;10 Octubre;P;ENSEÑANZA.;IMBABURA;22
2017;11 Noviembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;CARCHI;21
2017;05 Mayo;F;CONSTRUCCIÓN.;NAPO;32
2017;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MANABI;47
2017;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ORELLANA;4
2017;11 Noviembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";GALAPAGOS;19
2017;11 Noviembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SANTO DOMINGO DE LOS TSACHILAS;38
2017;11 Noviembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;CHIMBORAZO;41
2017;08 Agosto;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";CHIMBORAZO;7
2017;07 Julio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTA ELENA;14
2017;07 Julio;F;CONSTRUCCIÓN.;PASTAZA;20
2017;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTA ELENA;6
2017;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;TUNGURAHUA;106
2017;08 Agosto;C;INDUSTRIAS MANUFACTURERAS.;EL ORO;73
2017;08 Agosto;H;TRANSPORTE Y ALMACENAMIENTO.;TUNGURAHUA;42
2017;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;MORONA SANTIAGO;33
2017;10 Octubre;L;ACTIVIDADES INMOBILIARIAS.;MANABI;28
2017;10 Octubre;C;INDUSTRIAS MANUFACTURERAS.;TUNGURAHUA;75
2017;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ZAMORA CHINCHIPE;37
2017;10 Octubre;P;ENSEÑANZA.;ZAMORA CHINCHIPE;5
2017;07 Julio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ZAMORA CHINCHIPE;7
2017;10 Octubre;F;CONSTRUCCIÓN.;TUNGURAHUA;27
2017;11 Noviembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CHIMBORAZO;22
2017;10 Octubre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ESMERALDAS;29
2017;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;BOLIVAR;107
2017;07 Julio;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";PICHINCHA;6
2017;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CAÑAR;52
2017;07 Julio;F;CONSTRUCCIÓN.;ORELLANA;6
2017;11 Noviembre;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;CHIMBORAZO;19
2017;11 Noviembre;J;INFORMACIÓN Y COMUNICACIÓN.;CHIMBORAZO;7
2017;08 Agosto;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SUCUMBIOS;144
2017;07 Julio;S;OTRAS ACTIVIDADES DE SERVICIOS.;COTOPAXI;61
2017;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;IMBABURA;57
2017;10 Octubre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CAÑAR;72
2017;07 Julio;C;INDUSTRIAS MANUFACTURERAS.;CARCHI;7
2017;07 Julio;C;INDUSTRIAS MANUFACTURERAS.;COTOPAXI;36
2017;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOJA;28
2017;05 Mayo;J;INFORMACIÓN Y COMUNICACIÓN.;TUNGURAHUA;8
2017;08 Agosto;H;TRANSPORTE Y ALMACENAMIENTO.;ORELLANA;9
2017;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ORELLANA;19
2017;11 Noviembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;LOJA;7
2017;07 Julio;J;INFORMACIÓN Y COMUNICACIÓN.;COTOPAXI;7
2017;10 Octubre;C;INDUSTRIAS MANUFACTURERAS.;MORONA SANTIAGO;9
2017;10 Octubre;C;INDUSTRIAS MANUFACTURERAS.;ORELLANA;17
2017;10 Octubre;F;CONSTRUCCIÓN.;AZUAY;22
2017;07 Julio;C;INDUSTRIAS MANUFACTURERAS.;CHIMBORAZO;38
2017;04 Abril;L;ACTIVIDADES INMOBILIARIAS.;LOJA;9
2017;04 Abril;H;TRANSPORTE Y ALMACENAMIENTO.;LOJA;21
2017;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ORELLANA;21
2017;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";PASTAZA;29
2017;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;SUCUMBIOS;28
2017;04 Abril;V;SIN ACTIVIDAD ECONOMICA - CIIU;PICHINCHA;3
2017;08 Agosto;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;NAPO;1
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;TUNGURAHUA;13
2017;07 Julio;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";LOJA;6
2017;07 Julio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTO DOMINGO DE LOS TSACHILAS;14
2017;04 Abril;L;ACTIVIDADES INMOBILIARIAS.;CHIMBORAZO;10
2017;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;ORELLANA;20
2017;11 Noviembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;EL ORO;5
2017;10 Octubre;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";AZUAY;2
2017;10 Octubre;C;INDUSTRIAS MANUFACTURERAS.;BOLIVAR;16
2017;07 Julio;U;ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES.;PICHINCHA;11
2017;10 Octubre;H;TRANSPORTE Y ALMACENAMIENTO.;CARCHI;13
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GALAPAGOS;13
2017;05 Mayo;J;INFORMACIÓN Y COMUNICACIÓN.;CHIMBORAZO;7
2017;10 Octubre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;EL ORO;4
2017;11 Noviembre;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;ORELLANA;10
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CARCHI;4
2017;11 Noviembre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;PICHINCHA;24
2017;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;CHIMBORAZO;33
2017;08 Agosto;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;TUNGURAHUA;14
2017;09 Septiembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ESMERALDAS;339
2017;09 Septiembre;P;ENSEÑANZA.;PICHINCHA;194
2017;09 Septiembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;LOS RIOS;259
2017;07 Julio;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;AZUAY;5
2017;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;CARCHI;10
2017;04 Abril;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;BOLIVAR;7
2017;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;MANABI;119
2017;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTO DOMINGO DE LOS TSACHILAS;94
2017;05 Mayo;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";GUAYAS;6
2017;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PASTAZA;9
2017;09 Septiembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CHIMBORAZO;55
2017;08 Agosto;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ORELLANA;6
2017;09 Septiembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ORELLANA;15
2017;09 Septiembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;PICHINCHA;107
2017;07 Julio;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";COTOPAXI;2
2017;09 Septiembre;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";MORONA SANTIAGO;1
2017;10 Octubre;H;TRANSPORTE Y ALMACENAMIENTO.;NAPO;5
2017;10 Octubre;H;TRANSPORTE Y ALMACENAMIENTO.;TUNGURAHUA;35
2017;09 Septiembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MORONA SANTIAGO;16
2017;10 Octubre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;IMBABURA;13
2017;05 Mayo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;TUNGURAHUA;3
2017;04 Abril;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ESMERALDAS;10
2017;09 Septiembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PICHINCHA;94
